SOURCE	TARGET	LEVEL
Kevin briefly dated Sally Reid, Vaseline's widow Marion, and Remy, who moored her yacht next to Kevin's houseboat.	Kevin datierte kurz Sally Reid, Vaselines Witwe Marion, und Remy, die ihre Yacht neben Kevin 's Hausboot ankerten.	-0.2284233868857257
The second launch of the Fishbowl series, "Bluegill", carried an active warhead.	Der zweite Start der Fishbowserie, "Bluegill", trug einen aktiven Sprengkopf.	0.0038724066884195936
Beira remained largely inaccessible through 20 March with infrastructure devastated and floodwaters yet to recede.	Beira blieb bis zum 20. März weitgehend unzugänglich, da die Infrastruktur verwüstet war und die Überschwemmungen zurückgingen.	0.05763264280220734
Tractate Zavim in the Mishnah and Tosefta interpreted the laws of male genital discharges in	Tractate Zavim in der Mischna und Tosefta interpretiert die Gesetze der männlichen genitalen Entladungen in	0.32463604310214583
The silent film Old Ironsides portrayed Constitution during the First Barbary War.	Der Stummfilm Old Ironside porträtierte die Verfassung während des Ersten Barbarei-Krieges.	0.15224408129014966
Momigliano, Arnaldo, On Pagans, Jews, and Christians, reprint, Wesleyan University Press, 1987.	Momigliano, Arnaldo, On Pagans, Juden und Christen, Nachdruck, Wesleyan University Press, 1987.	-0.009562792163566166
The season aired on Wednesdays, Thursdays, and Saturdays on CBS, with the live eviction episodes occurring on Thursdays.	Die Saison ausgestrahlt mittwochs, donnerstags und samstags auf CBS, mit der Live-Räumung Episoden auftreten donnerstags.	-0.20932145886829154
The Tshwane Regiment, A reserve motorised infantry regiment of the South African Army.	Das Tshwane Regiment, Eine Reserve motorisierte Infanterie Regiment der südafrikanischen Armee.	-1.1811568511061623
Levy would continue to feud with Pillman and Armstrong, before feuding with Johnny B. Badd.	Levy würde weiterhin mit Pillman und Armstrong feuchten, bevor sie mit Johnny B. Badd feuchten.	0.2977830059512933
There, Eusebius of Nicomedia and other supporters of Arius deposed Athanasius.	Dort entsetzte Eusebius von Nicomedia und andere Unterstützer von Arius Athanasius.	-0.1035746249146526
A Virgin Media writer branded him a "sensitive hunk".	Ein Virgin Media Schriftsteller beschrieb ihn als "sensiblen Hunk".	0.4773829467462933
A quartz porphyry has intruded mafic and rhyolitic lava flows and a dike of diorite.	Ein Quarzporphyr hat mafic und rhyolitische Lavaströme und einen Dioritdeich eingedrungen.	-0.20084667778061613
Marcus Petillius M. l. Heraclida, a freedman named in a dedicatory inscription from Rome.	Marcus Petillius M. l. Heraclida, ein Freier, der in einer Widmungsschrift aus Rom benannt ist.	0.591001289205241
In the West Bengal Legislative Assembly election, 2011 RCPI fielded Yar Mullick in Santipur and Kamal Hassan in Hansan.	In der West Bengalen Legislative Assembly Wahl, 2011 RCPI Feldzug Yar Mullick in Santipur und Kamal Hassan in Hansan.	-0.4273935516160328
In 2007, he auctioned a luncheon with himself that raised a final bid of $650,100 for the Glide Foundation.	Im Jahr 2007 versteigert er ein Mittagessen mit sich selbst, die ein endgültiges Gebot von $650,100 für die Glide Foundation erhoben.	-1.6161203524135548
Hamlet picks up the skull, saying "alas, poor Yorick" as he contemplates mortality.	Hamlet nimmt den Schädel auf und sagt "Ach, armer Yorick", während er über die Sterblichkeit nachdenkt.	0.059813979661259925
When Richard refuses, Hurley secretly walks to the Black Rock and defuses the remaining dynamite.	Als Richard sich weigert, geht Hurley heimlich zum Black Rock und entschärft den verbleibenden Dynamit.	0.4320258303225713
Second line immigrated to Norway in 1600s whit colonel Jørgen Otto Brockenhuus.	Zweite Linie emigrierte nach Norwegen in 1600er Jahren mit Oberst Jørgen Otto Brockenhuus.	0.5009357249363999
Love then separated from The BroMans after they disbanded in April 2015.	Die Liebe trennte sich dann von The BroMans, nachdem sie sich im April 2015 aufgelöst hatten.	0.9215668610981024
In August, Governor William Berkeley stormed Opechancanough's stronghold and captured him.	Im August stürmte Gouverneur William Berkeley Opechancanough 's Festung und eroberte ihn.	-0.2631512397285061
Karzai dispatched Afghan National Army troops to Herat.	Karsai entsandte Truppen der afghanischen Nationalarmee nach Herat.	0.4792390014884753
The Alkhalifa conquered and expelled the Persians from Bahrain after defeating them.	Die Alkhalifa eroberte und vertrieb die Perser aus Bahrain, nachdem sie sie besiegt hatten.	0.451618170491497
Barnwell complained bitterly in his journal about all his troubles with them.	Barnwell beklagte sich in seinem Tagebuch bitter über all seine Probleme mit ihnen.	1.0195787787253887
His Indian scouts killed and mutilated four elderly and weak Kiowas.	Seine indischen Pfadfinder töteten und verstümmelten vier ältere und schwache Kiowas.	0.4808983722003082
The 1996 Khobar Towers bombing, killing 19 US servicemen.	Die Khobar Towers von 1996 bombardierten 19 US-Soldaten.	-0.12388026619781145
This we apprehend annihilates our Charter Right to govern & tax ourselves.	Damit zerstören wir unser Charter-Recht, selbst zu regieren und zu steuern.	0.1608368270180134
However, they suffered relegation again in 1989, which resulted in Lyall's sacking.	1989 erlitten sie jedoch erneut Abschiebung, was zu Lyalls Sakramierung führte.	0.5549513812647485
Jerry steadied a piece of wood with his finger, but Tiff miscalculated and the axe severed most of Jerry's middle finger.	Jerry hielt mit seinem Finger ein Stück Holz fest, aber Tiff war falsch berechnet und die Axt trennte den größten Teil von Jerrys Mittelfinger.	-0.15225186200391785
The Rices lived on the campus of Stillman College.	Die Rices lebten auf dem Campus des Stillman College.	0.12291709060494428
154 Randy Hankins and his Melody Wranglers Love Bird Of Tennessee / Blue Mountain Girl 1950	154 Randy Hankins and his Melody Wranglers Love Bird Of Tennessee / Blue Mountain Girl 1950	-6.645457878129887
Soothsayer Clown Boy Sentry Officers, Soldiers, Messengers, and other Attendants	Soothsayer Clown Boy Sentry Offiziere, Soldaten, Botschafter und andere Anwesende	0.10767462923997358
The building is timber framed and weatherboard clad with decorative scalloped bargeboards to the gables and finials and a timber floor.	Das Gebäude ist Holz gerahmt und Witterungsbretter plattiert mit dekorativen Muschelbargeboards zu den Giebel und Finials und einem Holzboden.	0.4268693993911333
After Sonny outs Claudia at the party, she takes a laboring Carly hostage at gunpoint.	Nach Sonny outs Claudia auf der Party, nimmt sie eine arbeitende Carly Geisel mit Schusswaffe.	0.0762627126415057
So claimants petitioned the King to sidestep the common law courts.	So Kläger bat den König, die Common Law Gerichte zu umgehen.	-2.7729408286751522
Maria sings "The Lonely Goatherd" to distract them.	Maria singt "The Lonely Goatherd", um sie abzulenken.	-0.04894610384491991
Armed with a Kryptonite shard, Atom proceeds to knock out Superman using the shard.	Mit einem Kryptonit-Splitter bewaffnet, schlägt Atom Superman mit dem Splitter aus.	-0.3559490848411062
His third single, "I Wanna Rock", peaked at No.41 on the Billboard Hot 100.	Seine dritte Single "I Wanna Rock" erreichte Platz 41 auf dem Billboard Hot 100.	0.4202324612458959
On nightfall the Pathans ran away from the mountain.	Bei Einbruch der Dunkelheit rannten die Pathans vom Berg weg.	0.6904383139445279
Vernor's ginger ale and Faygo pop also originate in Michigan.	Vernor 's Ingwer Ale und Faygo Pop stammen ebenfalls aus Michigan.	0.4251665465000787
Pyotr gathers conspirators such as the philosophising Shigalyov, the suicidal Kirillov and the former military man Virginsky.	Pjotr versammelt Verschwörer wie die Philosophen Shigalyov, den Selbstmörder Kirillow und den ehemaligen Militärmann Virginsky.	-0.07194656778208336
Jackson's peculiar personal traits contributed to his unpopularity as an educator.	Jacksons eigenartige persönliche Eigenschaften trugen zu seiner Unbeliebtheit als Erzieher bei.	-1.2247999877812383
In Eupompha, the male draws his antennae along his longitudinal vertex.	In Eupompha zeichnet das Männchen seine Antennen entlang seines Längsscheitels.	-1.828379141203424
Cass attacked Amore, resulting in Big Show retaliating.	Cass angegriffen Amore, was zu Big Show Vergeltung.	-3.78552958900052
On 10 October Hailsham announced his intention to renounce his viscountcy.	Am 10. Oktober kündigte Hailsham seine Absicht an, auf seine Viscountcy zu verzichten.	-0.2086973959737177
The subducting plates pulled Japan eastward, opening the Sea of Japan around 15 million years ago.	Die Subduktionsplatten zogen Japan nach Osten und öffneten das japanische Meer vor etwa 15 Millionen Jahren.	-0.03347141929638271
Diodorus also mentions Myrina as a queen of the Amazons.	Diodorus erwähnt Myrina auch als Königin der Amazonen.	-0.04454552492893752
On July 2, 2007, President Bush commuted the sentence.	Am 2. Juli 2007 änderte Präsident Bush das Urteil.	0.3994679301400581
Some of the more well known and distinctive bird species in New Zealand are the kiwi, kea, takahe, kakapo, mohua, tui and the bellbird.	Einige der bekanntesten und markantesten Vogelarten Neuseelands sind die Kiwi, Kea, Takahe, Kakapo, Mohua, Tui und der Glockenvogel.	0.3555669352621251
These two psychological types Jung compares to ancient archetypes, Apollo and Dionysus.	Diese beiden psychologischen Typen Jung vergleicht mit alten Archetypen, Apollo und Dionysos.	-0.8032479859466191
The entrepôt of Ayutthaya hosted significant communities of Bengalis, Arabs and Persians.	Das entrepôt von Ayutthaya beherbergte bedeutende Gemeinschaften von Bengalis, Arabern und Persern.	-0.24812211480098664
When Murad tried to relieve Sana'a, highland tribesmen ambushed his unit and slaughtered all of them.	Als Murad versuchte, Sanaa zu entlasten, überfielen Landstämme seine Einheit und schlachteten sie alle.	0.007581866481587078
Tavella also dismisses complaints about the reliance on assumption of risk.	Tavella lehnt auch Beschwerden über die Abhängigkeit von Risikoübernahme ab.	0.5692613030471889
Mick Coughlan's inspirational catches epitomized the superiority of the defence.	Mick Coughlans inspirierende Fänge verkörpern die Überlegenheit der Verteidigung.	-0.055035837071297264
In the Renaissance, the brilliant red costumes for the nobility and wealthy were dyed with kermes and cochineal.	In der Renaissance wurden die brillanten roten Kostüme für Adel und Reiche mit Kermen und Kokineal gefärbt.	0.44761102686839466
The numerous nude sunbathers, and the long tradition, make it safe for nudism and naturism.	Die zahlreichen nackten Sonnenbäder und die lange Tradition machen es sicher für Nudismus und FKK.	-0.14665245297843926
// Instantiating 'elaborate' will automatically instantiate the correct way to operate.	/ / Die 'aufwendige' Methode wird automatisch die richtige Arbeitsweise instanziieren.	-0.4830685369833828
The referee stopped the fight with Camacho teeing off on a defenseless Leonard on the ropes.	Der Schiedsrichter stoppte den Kampf mit Camacho Abspaltung auf einem wehrlosen Leonard an den Seilen.	0.4664873123386397
The Goncourt brothers judged the novel artificial and disappointing.	Die Goncourt Brüder beurteilt den Roman künstlich und enttäuschend.	0.5250163449564219
This motion would cause the gyros to precess, and this signal would drive the PDI automatically.	Diese Bewegung würde dazu führen, dass die Gyros präzise sind, und dieses Signal würde den PDI automatisch antreiben.	0.1356221128376834
The Confederates, under Maj. Gen. William Mahone, gathered as many troops together as they could for a counterattack.	Unter General William Mahone versammelten die Konföderierten so viele Truppen wie möglich zu einem Gegenangriff.	0.3835643081084688
Moreover, he reproached his Roman soldiers for treachery.	Darüber hinaus warf er seinen römischen Soldaten Verrat vor.	0.3052719778976385
The occupiers in the cattle pen retreated into the horse corral.	Die Besatzer im Rinderstift zogen sich in die Pferdekorral zurück.	-0.24964671288401094
This led to them feuding with Christian Cage and Rhino as well.	Dies führte zu Fehden mit Christian Cage und Rhino.	-0.18098482882146366
He characterized it as guessing and as inference to an explanatory hypothesis.	Er bezeichnete es als Raten und als Rücksicht auf eine erklärende Hypothese.	-2.148246849194774
Alejandrino immediately turned back and rejoined Gen. Tinio.	Alejandrino kehrte sofort um und trat Gen. Tinio wieder bei.	0.14987842272170845
Muhammad in response attacked Bukka's army and vowed to not sheathe his sword until he avenged the massacre by killing 100,000 Hindus.	Muhammad griff daraufhin Bukkas Armee an und schwor, sein Schwert nicht zu verschleiern, bis er das Massaker durch die Tötung von 100.000 Hindus rächte.	0.3077561749320453
Reticulated twins, common in rutile, are interlocking crystals resembling netting.	Retikulierte Zwillinge, die in Rutil häufig vorkommen, verflechten Kristalle, die einem Netz ähneln.	0.06379364386241437
Sarit and his successors deified the throne and relied on royal sponsorship to legitimize their dictatorship.	Sarit und seine Nachfolger götterten den Thron und setzten auf königliche Patenschaft, um ihre Diktatur zu legitimieren.	-0.3138247989069726
Assisting Sukarno as supreme commander of ABRI, would be an ABRI chief of staff.	Sukarno als Oberbefehlshaber von ABRI zu unterstützen, wäre ein Stabschef von ABRI.	-0.18208074989417344
"State's Professional Aides Vote to Retain Association."	"Die Berufsberater des Staates stimmen für die Retain Association".	-0.3389852071369412
Steamers ran up the Ocklawaha River to Eustis, Leesburg and Silver Springs, or the St. Johns River to Enterprise and Sanford.	Dampfer liefen den Ocklawaha River hinauf nach Eustis, Leesburg und Silver Springs oder den St. Johns River nach Enterprise und Sanford.	0.27792728704178965
Attributed to "Semaphore to Satellite" , International Telecommunication Union, Geneva 1965.	Zugeschrieben "Semaphore to Satellite", Internationale Telekommunikationsunion, Genf 1965.	0.3651838353667721
Experience gained against enemies such as the Zulus or Sudanese proved irrelevant against the Boers.	Erfahrungen gegen Feinde wie Zulus oder Sudanesen erwiesen sich gegen die Buren als irrelevant.	0.1852051466041897
Later the Master of the Legend of Saint Lucy explored the same mix of illusionism and realism.	Später erforschte der Meister der Legende von Saint Lucy die gleiche Mischung aus Illusionismus und Realismus.	0.2198696329763492
The Pesikta Rabbati taught that Joseph guarded himself against lechery and murder.	Die Pesikta Rabbati lehrten, dass Joseph sich vor Lecks und Morden bewahrte.	0.5490141552904629
Nobody can proclaim himself a, Sadguru by dint of his vast erudition or knowledge of scriptures.	Niemand kann sich selbst a, Sadguru durch Dint seiner umfangreichen Gelehrsamkeit oder Kenntnis der Schriften verkünden.	-0.23040209938210202
The attack of the 1st and 2nd Estonian Regiments commanded by Standartenführer Paul Vent liquidated the Siivertsi Bridgehead by March 6.	Der Angriff des 1. und 2. estnischen Regiments unter der Führung von Standartenführer Paul Vent liquidierte den Siivertsi Brückenkopf bis zum 6. März.	0.08826615745278056
Alternative viewpoints According to the Russian demographer Dr. L.L.	Alternative Standpunkte Nach Angaben des russischen Demographen Dr. L.L.	0.4899212927352624
Thereafter Cymry prevailed as a reference to the Welsh.	Danach setzte sich Cymry als Bezugnahme auf die Waliser durch.	0.5786879928459144
Planar NIMs with periodic loaded transmission lines	Planare NIMs mit periodisch belasteten Übertragungsleitungen	0.4984923556706301
The latter left a corrosive record of their first encounter, dismissing Ralea as a "clown" with "aristocratic manias".	Letztere hinterließen einen korrosiven Rekord ihrer ersten Begegnung, indem sie Ralea als "Clown" mit "aristokratischen Manias" abwiesen.	-0.4146400048618024
Many circulating libraries were attached to the shops of milliners or drapers.	Viele zirkulierende Bibliotheken wurden an die Geschäfte von Mühlern oder Drappern angeschlossen.	1.1988315887516456
The Portuguese sought confirmation that they could enslave infidels in a crusade.	Die Portugiesen suchten die Bestätigung, dass sie Ungläubige in einem Kreuzzug versklaven konnten.	0.7528487714631301
On 8 December, the warship headed back to the Far East.	Am 8. Dezember kehrte das Kriegsschiff in den Fernen Osten zurück.	0.5615815025247212
The Arizona Attorney General, Mark Brnovich filed a lawsuit in late 2017 against ABOR due to tuition practices and DACA.	Die Arizona Attorney General, Mark Brnovich reichte eine Klage Ende 2017 gegen ABOR aufgrund von Studienpraktiken und DACA.	0.5490141552904629
On third down Rams quarterback Marc Bulger was hit by Aaron Kampman in which Bulger fumbled the bal.	Auf der dritten Rams Quartier zurück Marc Bulger wurde von Aaron Kampman getroffen, in dem Bulger den bal verprügelt.	-0.01190363706817854
Common oyster predators include crabs, seabirds, starfish, and humans.	Gewöhnliche Austernfresser sind Krebse, Seevögel, Seestern und Menschen.	0.37360198042179626
Warrant for Genocide, Eyre & Spottiswoode 1967; Serif, 1996.	Warrant for Genocide, Eyre & Spottiswoode 1967; Serif, 1996.	-0.30391326309677
In the Third Test, Hill batted through much of the Australian first innings to make 91 not out.	Im dritten Test durchbohrte Hill einen Großteil der ersten Innings Australiens, um 91 nicht herauszuholen.	0.24727045915671675
Its exterior contained interspersed yellow Ohio sandstone and red New Jersey brownstone.	Seine Außenseite enthielt durchsetzt gelb Ohio Sandstein und rot New Jersey Brownstone.	0.2151027609942101
Meanwhile, the Pacific Squadron of the U.S. Navy blockaded the Pacific coast farther south in lower Baja California Territory.	Unterdessen blockierte das Pacific Squadron der US Navy die Pazifikküste weiter südlich im unteren Baja California Territory.	0.4449084832498456
On arriving in Oxford, Vermigli began lecturing on 1 Corinthians, denouncing Catholic doctrines of purgatory, clerical celibacy, and lenten fasting.	Als Vermigli in Oxford ankam, begann er Vorlesungen über 1 Korinther zu halten und verurteilte katholische Lehren vom Fegefeuer, klerikalen Zölibat und Fastenzeit.	-1.6523770514854297
They predicted the emergence of a stable civilization, conformist and collectivist, whose great merit was the elimination of careerism.	Sie sagten das Entstehen einer stabilen Zivilisation voraus, konformistisch und kollektivistisch, deren großes Verdienst die Beseitigung des Karrierismus war.	0.029985091771004325
Defeated, Cem fled to Rhodes, where the Knights Hospitaller kept him in custody.	Besiegt floh Cem nach Rhodos, wo ihn der Hospitaller der Ritter in Gewahrsam hielt.	-1.6022443698572175
The Thousand Autumns of Jacob de Zoet, 2010 historical novel by British author David Mitchell.	The Thousand Herumns of Jacob de Zoet, 2010 historischer Roman des britischen Autors David Mitchell.	0.15646528634714532
Also, two battalions from the 20th Indian Brigade held the Ghoraniyeh bridgehead.	Auch zwei Bataillone der 20. Indischen Brigade hielten den Ghoraniyeh Brückenkopf ab.	0.4264954423833702
A single jet meter consists of a simple impeller with radial vanes, impinged upon by a single jet.	Ein einzelnes Strahlmessgerät besteht aus einem einfachen Laufrad mit radialen Flügeln, auf das ein einziger Strahl aufprallt.	-0.31675485931928843
To appease the Hungarian nobility, Joseph II revoked almost all his reforms on his deathbed in 1790.	Um den ungarischen Adel zu beschwichtigen, hob Joseph II. 1790 fast alle Reformen auf seinem Sterbebett auf.	0.19556559962421108
It also helps to keep the buckle of the stirrup leather from unbuckling and sliding down.	Es hilft auch, die Schnalle des Steigbügelleders vor Entklemmen und Heruntergleiten zu halten.	0.4268693993911333
Ponting struggled, aggregating 99 runs at a modest 24.75.	Ponting kämpfte, aggregierte 99 Läufe bei einem bescheidenen 24.75.	0.5861072339281238
Fungi in the genera Cordyceps and Ophiocordyceps infect ants.	Pilze der Gattungen Cordyceps und Ophiocordyceps infizieren Ameisen.	-0.019170569702857854
College presidents typically enforced strict discipline, and upperclassman enjoyed hazing freshman.	Die Präsidenten des Kollegiums erzwangen in der Regel strenge Disziplin, und Oberschüler genossen hazing Neuling.	-0.7190489903294445
The seizure of the sloop Liberty in 1768 on suspicions of smuggling triggered a riot.	Die Beschlagnahme der Schleuder Liberty 1768 wegen des Verdachts auf Schmuggel löste einen Aufruhr aus.	-0.8572709578495697
Hungarian and Croat light hussars led by Count Hadik raided Berlin in 1757.	Ungarische und kroatische leichte Husaren unter der Führung des Grafen Hadik überfielen 1757 Berlin.	-0.04686589240828897
In early 1030 Sergius gave Ranulf the County of Aversa as a fief, the first Norman lordship in southern Italy.	Anfang 1030 gab Sergius Ranulf die Grafschaft Aversa als Lehen, die erste normannische Herrschaft in Süditalien.	0.4798902370264071
Going Native, Paul Gauguin and the Invention of the Primitivist Modernist.	Going Native, Paul Gauguin und die Erfindung der primitivistischen Moderne.	0.8929380205507047
"Plymouth Rock", a large boulder, now sits under the historic Plymouth Rock Portico.	"Plymouth Rock", ein großer Felsblock, liegt jetzt unter dem historischen Plymouth Rock Portico.	0.2679649593551172
Steven R. Nagel, 67, American astronaut, melanoma.	Steven R. Nagel, 67, amerikanischer Astronaut, Melanom.	0.8122424726094405
As a result, the cuirass replaced the mail hauberk and full suits of armour, and only the most valuable cavalry wore more than a padded shirt.	Infolgedessen ersetzte die Cuirass den Posthauberk und volle Rüstungen, und nur die wertvollste Kavallerie trug mehr als ein gepolstertes Hemd.	0.19299290084716994
Heavy rainfall fell in portions of Broward County, peaking at 11.21 in at the intersection of State Road 997 and Interstate 75 near Weston.	Starker Niederschlag fiel in Teilen des Broward County und erreichte seinen Höhepunkt um 11.21 Uhr an der Kreuzung von State Road 997 und Interstate 75 in der Nähe von Weston.	-0.14210807053054966
Classical balusters form the balustrade between the arches of the arcade.	Klassische Baluster bilden die Balustrade zwischen den Bögen der Arkade.	0.8873841048035299
Pablo González and his aide, Col. Jesús Guajardo, in an elaborate trap at Chinameca, Morelos.	Pablo González und sein Assistent, Col.Jesús Guajardo, in einer aufwendigen Falle in Chinameca, Morelos.	-0.21189600628605545
Castles and fortifications of the Kingdom of Jerusalem	Burgen und Befestigungen des Königreichs Jerusalem	0.34105165421253103
Whenever Native Americans attempted to regroup in the forest to Wright's left, the howitzers and cannon would rake the trees.	Immer wenn Ureinwohner versuchten, sich im Wald links von Wright zu gruppieren, würden die Howitzer und Kanonen die Bäume schütteln.	0.2573622046961081
The early gassing machinery frequently broke down due to overuse, forcing the SS to shoot Jews assembled for suffocation.	Die frühen Vergasungsmaschinen brachen häufig durch Übernutzung zusammen, wodurch die SS gezwungen wurde, Juden zu erschießen, die zur Erstickung versammelt waren.	-0.4756435527778654
The deferential artery, a branch of the superior vesicle artery and the	Die deferentielle Arterie, ein Zweig der oberen Vesikelarterie und die	0.07349251015560321
"Orson never joked or teased about the religious beliefs of others", wrote biographer Barton Whaley.	"Orson hat nie über den religiösen Glauben anderer gescherzt oder geärgert", schrieb der Biograph Barton Whaley.	-1.015176074613436
Muslims, Sikhs, Buddhists, and Hindus live in Alberta.	Muslime, Sikhs, Buddhisten und Hindus leben in Alberta.	0.7760661414720373
Temeraire now resumed her previous duties blockading the French at Brest.	Temeraire nahm nun ihre früheren Aufgaben wieder auf und blockierte die Franzosen in Brest.	0.3917455051525865
Andy Shiu Chi Ho, a Hong Kong teenager convicted of vandalism along with Michael Fay in March 1994.	Andy Shiu Chi Ho, ein Teenager aus Hongkong, der zusammen mit Michael Fay im März 1994 wegen Vandalismus verurteilt wurde.	0.41190824804399934
She retained her dowry and any settlement deeded to her by her husband.	Sie behielt ihre Mitgift und jede Siedlung wurde ihr von ihrem Mann erlassen.	-1.474221306907394
Mares signal estrus and ovulation by urination in the presence of a stallion, raising the tail and revealing the vulva.	Mares signalisieren Estrus- und Eisprung durch Wasserlassen in Gegenwart eines Hengstes, heben den Schwanz und enthüllen die Vulva.	0.33782500302318536
He also gradually extended his investments into the prebendary holdings.	Nach und nach erweiterte er auch seine Investitionen in die präbendären Betriebe.	-0.3391993382355996
Despite Bryan's aversion to conflict, he oversaw U.S. interventions in Haiti, the Dominican Republic and Mexico.	Trotz seiner Abneigung gegen den Konflikt überwachte er US-Interventionen in Haiti, der Dominikanischen Republik und Mexiko.	0.06613435748878882
She married David on September 23, 1885, in Lecompton, Kansas, on the campus of their alma mater, Lane University.	Sie heiratete David am 23. September 1885 in Lecompton, Kansas, auf dem Campus ihrer alma mater, Lane University.	-0.299963680981278
Ilić walked the street, exhorting the assassins to bravery.	Ilić ging auf der Straße und ermahnte die Mörder zur Tapferkeit.	0.14994219140287934
Despite an exposed LLCC with disorganized banding, the JTWC started initiating advisories, assigning the designation of 12W.	Trotz einer exponierten LLCC mit disorganisierter Bänderung, begann die JTWC Ankündigungen zu initiieren und wies die Bezeichnung 12W zu.	0.4263339999806369
The maxillae still "grip" the "food" while the mandibles "bite" it.	Die Oberkiefer "greifen" noch die "Nahrung", während die Mandibeln sie "beißen".	0.5327087475597466
They could not, however, prevent around six hundred Turkish reinforcements reaching the redoubt.	Sie konnten jedoch nicht verhindern, dass etwa sechshundert türkische Verstärkungen in Zweifel kommen.	-0.3954756059845225
In the pits, the pits crews scuffled, but it was quickly broken up.	In den Gruben krümmten die Gruben, aber es wurde schnell zerbrochen.	0.42642049095513584
Dell'Utri's lawyer, Enrico Trantino, dismissed Giuffrè's allegations as an "anthology of hearsay".	Dell 'Utris Anwalt Enrico Trantino wies Giuffrés Behauptungen als "Anthologie des Hörens" zurück.	-0.09308674934407743
The General meets more regularly with smaller councils composed of just the provincials.	Der General trifft sich regelmäßig mit kleineren Räten, die sich nur aus den Provinzialen zusammensetzen.	-1.3409657795704166
Throughout the whole ordeal Loki regards humans as mere playthings for his pranks.	Während der ganzen Tortur betrachtet Loki den Menschen als bloße Spielsachen für seine Streiche.	-1.5806791722667972
It lies between latitudes 42° and 43° N, and longitudes 20° and 22° E.	Es liegt zwischen Breiten 42 ° und 43 ° N, und Längen 20 ° und 22 ° E.	-1.8153274849756809
Squire, Latty R. Encyclopedia of Learning and Memory.	Squire, Latty R. Encyclopedia of Learning and Memory.	0.15834538752067848
In November 1941, Travlos crouched under a blanket in his apartment closet listening to banned BBC radio broadcasts.	Im November 1941 kauerte Travlos unter einer Decke in seinem Kleiderschrank und hörte verbotene BBC-Radiosendungen.	0.2600612996411392
It covers Cheswick and Springdale boroughs and Harmar and Springdale townships in Allegheny County, Pennsylvania.	Es umfasst Cheswick und Springdale Boroughs und Harmar und Springdale Townships in Allegheny County, Pennsylvania.	-0.15106815926830358
or by viruses and bacteria from sewage effluent that sometimes contaminates coastal waters.	oder durch Viren und Bakterien aus Abwässern, die manchmal Küstengewässer verunreinigen.	0.5588072605842317
Senior pitcher Stacey Nelson pitched seven scoreless innings for her 19th shutout of the year.	Senior Pitcher Stacey Nelson schlug sieben torlose Innings für ihren 19. Shutout des Jahres.	-0.100309815986887
Little Orphan Annie at Don Markstein's Toonopedia.	Kleine Orphan Annie in Don Marksteins Toonopedia.	0.2204946027985246
The pronunciation of short and tends towards and , respectively, in many dialects.	Die Aussprache von kurz und neigt in vielen Dialekten zu bzw..	-0.8536748413438889
Newport reliever Geoff Brown pitched four innings of shutout relief, allowing only one hit in four innings after replacing Brad Mincey in the sixth.	Newport Reliefs Geoff Brown schlug vier Innings Shutout Relief, so dass nur ein Hit in vier Innings nach dem Austausch Brad Mincey in der sechsten.	-0.8281286272123992
Juvenile vandalism and pilfering occurred in waves.	Jugendlicher Vandalismus und Plünderung ereigneten sich in Wellen.	0.7190216509597874
lathes, drills, gantry crane, mills and grinders etc.	Drehmaschinen, Bohrer, Portalkran, Mühlen und Schleifmaschinen usw.	-0.2172925655978996
Numerous NP cabooses remain in private collections.	Zahlreiche NP-Kabinen bleiben in Privatsammlungen.	-0.09844334631172744
The brickwork of the pit walling was originally bagged with lime slurry and featured drainage outlets to all pits.	Das Mauerwerk der Grubenummauerung war ursprünglich mit Kalk-Gülle gesackt und verfügte über Entwässerungsauslässe für alle Gruben.	-2.047346290552277
When Yale's fake punt failed Collier Winter soon passed to Chris Lorditch for the winning touchdown.	Als Yales gefälschter Fotze Collier Winter scheiterte, ging er bald an Chris Lorditch für den siegreichen Touchdown.	-3.8956264096166153
"Mao, Lin Biao, and the Fifth Encirclement Campaign".	"Mao, Lin Biao und die fünfte Einkreisungskampagne".	0.4967267738510776
Consequently, most of the homesteaders abandoned their properties.	Infolgedessen verließen die meisten Hausbesitzer ihre Besitztümer.	0.21579768435970947
Yan's intransigence obliged the Japanese to invade Linfen.	Yans Unnachgiebigkeit zwang die Japaner, Linfen zu erobern.	-0.1653171497300346
This gave birth to American whiskey and Kentucky bourbon, and its cousins moonshine and Everclear.	Dies gebar amerikanischen Whiskey und Kentucky Bourbon, und seine Cousins Mondschein und Everclear.	0.19216724111167127
The geology consists of weathered gravel, clays and silt over sandstone bedrock.	Die Geologie besteht aus verwittertem Kies, Tonen und Schlamm über Sandstein-Gestein.	-0.04829486830698818
John Chiles led the Longhorns with 54 yards on 9 carries.	John Chiles führte die Longhorns mit 54 Yards auf 9 Trägern.	-0.3731225690809956
Israel retaliated against Egyptian shelling with commando raids, artillery shelling and air strikes.	Israel hat gegen ägyptische Beschuss mit Kommandoangriffen, Artilleriebeschuss und Luftangriffen Vergeltung geübt.	0.10755179820054267
In 2010, Timberlake participated in the Hope for Haiti Now telethon performing "Hallelujah".	2010 nahm Timberlake an der Hope for Haiti Now telethon mit "Hallelujah" teil.	-0.6592095361530508
Suddenly, Spangles peels off his head to reveal an alien underneath it.	Plötzlich schält Spangles seinen Kopf ab, um einen Alien darunter zu enthüllen.	-1.8020123461867217
